Stat_ID,Rider_ID,Heart_Rate,Speed,Latitude,Longitude,Elevation,Cadence,Power,STAT_TS
8100,168.9622642,131,,-34.985708,138.726779,474.7999878,,,2014-05-10T23:07:46Z
8101,168.9825835,132,,-34.985708,138.726779,474.7999878,,,2014-05-10T23:07:47Z
8102,169.0029028,132,,-34.985708,138.726779,474.6000061,,,2014-05-10T23:07:48Z
8103,169.0232221,132,,-34.985708,138.726779,474.7999878,,,2014-05-10T23:07:49Z
8104,169.0435414,131,,-34.985708,138.726779,475,,,2014-05-10T23:07:50Z
8105,169.0638607,129,,-34.985708,138.726779,475,,,2014-05-10T23:07:51Z
8106,169.08418,127,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:07:52Z
8107,169.1044993,126,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:07:53Z
8108,169.1248186,126,,-34.985708,138.726779,475,,,2014-05-10T23:07:54Z
8109,169.1451379,126,,-34.985708,138.726779,475,,,2014-05-10T23:07:55Z
8110,169.1654572,126,,-34.985708,138.726779,475,,,2014-05-10T23:07:56Z
8111,169.1857765,126,,-34.985708,138.726779,475,,,2014-05-10T23:07:57Z
8112,169.2060958,126,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:07:58Z
8113,169.2264151,127,,-34.985708,138.726779,475,,,2014-05-10T23:07:59Z
8114,169.2467344,127,,-34.985708,138.726779,475,,,2014-05-10T23:08:00Z
8115,169.2670537,128,,-34.985708,138.726779,475,,,2014-05-10T23:08:01Z
8116,169.287373,128,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:02Z
8117,169.3076923,129,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:03Z
8118,169.3280116,130,,-34.985708,138.726779,475,,,2014-05-10T23:08:04Z
8119,169.3483309,130,,-34.985708,138.726779,475,,,2014-05-10T23:08:05Z
8120,169.3686502,129,,-34.985708,138.726779,475,,,2014-05-10T23:08:06Z
8121,169.3889695,130,,-34.985708,138.726779,475,,,2014-05-10T23:08:07Z
8122,169.4092888,130,,-34.985708,138.726779,475,,,2014-05-10T23:08:08Z
8123,169.4296081,129,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:09Z
8124,169.4499274,129,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:10Z
8125,169.4702467,129,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:11Z
8126,169.490566,130,,-34.985708,138.726779,475,,,2014-05-10T23:08:12Z
8127,169.5108853,129,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:13Z
8128,169.5312046,167,,-34.981659,138.743726,409.3999939,,,2014-05-10T23:14:40Z
8129,169.5515239,167,,-34.981603,138.743773,410,,,2014-05-10T23:14:41Z
8130,169.5718433,166,,-34.981551,138.743821,410.6000061,,,2014-05-10T23:14:42Z
8131,169.5921626,167,,-34.981503,138.74387,411,,,2014-05-10T23:14:43Z
8132,169.6124819,166,,-34.981456,138.743917,411.3999939,,,2014-05-10T23:14:44Z
8133,169.6328012,167,,-34.98141,138.743966,411.7999878,,,2014-05-10T23:14:45Z
8134,169.6531205,167,,-34.981364,138.744017,412.2000122,,,2014-05-10T23:14:46Z
8135,169.6734398,167,,-34.98132,138.744065,412.7999878,,,2014-05-10T23:14:47Z
8136,169.6937591,166,,-34.981278,138.744112,413.3999939,,,2014-05-10T23:14:48Z
8137,169.7140784,167,,-34.981236,138.744155,413.6000061,,,2014-05-10T23:14:49Z
8138,169.7343977,167,,-34.9812,138.744193,414,,,2014-05-10T23:14:50Z
8139,169.754717,167,,-34.98117,138.744227,414.3999939,,,2014-05-10T23:14:51Z
8140,169.7750363,167,,-34.981146,138.744257,414.6000061,,,2014-05-10T23:14:52Z
8141,169.7953556,167,,-34.981122,138.744285,414.7999878,,,2014-05-10T23:14:53Z
8142,169.8156749,167,,-34.981097,138.744313,415.2000122,,,2014-05-10T23:14:54Z
8143,169.8359942,168,,-34.981075,138.744349,415.6000061,,,2014-05-10T23:14:55Z
8144,169.8563135,168,,-34.98105,138.744386,415.7999878,,,2014-05-10T23:14:56Z
8145,169.8766328,168,,-34.981023,138.744423,416.2000122,,,2014-05-10T23:14:57Z
8146,169.8969521,168,,-34.980995,138.744465,416.6000061,,,2014-05-10T23:14:58Z
8147,169.9172714,168,,-34.980973,138.744511,417,,,2014-05-10T23:14:59Z
8148,169.9375907,168,,-34.980949,138.744555,417.2000122,,,2014-05-10T23:15:00Z
8149,169.95791,168,,-34.98092,138.744601,417.3999939,,,2014-05-10T23:15:01Z
8150,169.9782293,169,,-34.980896,138.744653,417.6000061,,,2014-05-10T23:15:02Z
8151,169.9985486,169,,-34.980876,138.74471,417.6000061,,,2014-05-10T23:15:03Z
8152,170.0188679,169,,-34.980862,138.74477,417.6000061,,,2014-05-10T23:15:04Z
8153,170.0391872,169,,-34.980847,138.744832,418.2000122,,,2014-05-10T23:15:05Z
8154,170.0595065,169,,-34.980829,138.744898,418.2000122,,,2014-05-10T23:15:06Z
8155,170.0798258,170,,-34.980809,138.74497,417.7999878,,,2014-05-10T23:15:07Z
8156,170.1001451,170,,-34.980789,138.745047,417.3999939,,,2014-05-10T23:15:08Z
8157,170.1204644,171,,-34.980758,138.745133,417.2000122,,,2014-05-10T23:15:09Z
8158,170.1407837,171,,-34.980721,138.745215,417.2000122,,,2014-05-10T23:15:10Z
8159,170.161103,171,,-34.980682,138.745288,417.2000122,,,2014-05-10T23:15:11Z
8160,170.1814224,171,,-34.980637,138.745355,417.6000061,,,2014-05-10T23:15:12Z
8161,170.2017417,172,,-34.980585,138.745421,417.7999878,,,2014-05-10T23:15:13Z
8162,170.222061,172,,-34.980533,138.745483,418,,,2014-05-10T23:15:14Z
8163,170.2423803,173,,-34.98048,138.745549,418.6000061,,,2014-05-10T23:15:15Z
8164,170.2626996,173,,-34.980427,138.745616,419,,,2014-05-10T23:15:16Z
8165,170.2830189,173,,-34.980371,138.745677,419.6000061,,,2014-05-10T23:15:17Z
8166,170.3033382,174,,-34.98031,138.74573,420,,,2014-05-10T23:15:18Z
8167,170.3236575,174,,-34.980247,138.74578,420.6000061,,,2014-05-10T23:15:19Z
8168,170.3439768,175,,-34.980185,138.745825,420.7999878,,,2014-05-10T23:15:20Z
8169,170.3642961,175,,-34.980124,138.745867,421.2000122,,,2014-05-10T23:15:21Z
8170,170.3846154,129,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:14Z
8171,170.4049347,129,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:15Z
8172,170.425254,128,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:16Z
8173,170.4455733,127,,-34.985708,138.726779,475,,,2014-05-10T23:08:17Z
8174,170.4658926,127,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:18Z
8175,170.4862119,126,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:19Z
8176,170.5065312,126,,-34.985708,138.726779,475.3999939,,,2014-05-10T23:08:20Z
8177,170.5268505,127,,-34.985708,138.726779,475.3999939,,,2014-05-10T23:08:21Z
8178,170.5471698,126,,-34.985708,138.726779,475.2000122,,,2014-05-10T23:08:22Z
8179,170.5674891,126,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:23Z
8180,170.5878084,125,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:24Z
8181,170.6081277,124,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:25Z
8182,170.628447,124,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:26Z
8183,170.6487663,123,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:27Z
8184,170.6690856,123,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:28Z
8185,170.6894049,123,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:29Z
8186,170.7097242,123,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:30Z
8187,170.7300435,122,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:31Z
8188,170.7503628,121,,-34.985705,138.726782,475,,,2014-05-10T23:08:32Z
8189,170.7706821,120,,-34.985705,138.726782,475,,,2014-05-10T23:08:33Z
8190,170.7910015,120,,-34.985705,138.726782,475,,,2014-05-10T23:08:34Z
8191,170.8113208,120,,-34.985705,138.726782,475,,,2014-05-10T23:08:35Z
8192,170.8316401,120,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:36Z
8193,170.8519594,121,,-34.985705,138.726782,475.6000061,,,2014-05-10T23:08:37Z
8194,170.8722787,121,,-34.985705,138.726782,475.6000061,,,2014-05-10T23:08:38Z
8195,170.892598,120,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:39Z
8196,170.9129173,120,,-34.985705,138.726782,475,,,2014-05-10T23:08:40Z
8197,170.9332366,120,,-34.985705,138.726782,475,,,2014-05-10T23:08:41Z
8198,170.9535559,119,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:42Z
8199,170.9738752,119,,-34.985705,138.726782,475,,,2014-05-10T23:08:43Z
8200,170.9941945,118,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:44Z
8201,171.0145138,118,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:45Z
8202,171.0348331,117,,-34.985705,138.726782,475.7999878,,,2014-05-10T23:08:46Z
8203,171.0551524,117,,-34.985705,138.726782,475.6000061,,,2014-05-10T23:08:47Z
8204,171.0754717,116,,-34.985705,138.726782,475.6000061,,,2014-05-10T23:08:48Z
8205,171.095791,115,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:49Z
8206,171.1161103,115,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:50Z
8207,171.1364296,115,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:51Z
8208,171.1567489,116,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:52Z
8209,171.1770682,116,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:53Z
8210,171.1973875,115,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:55Z
8211,171.2177068,115,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:56Z
8212,171.2380261,115,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:57Z
8213,171.2583454,115,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:08:58Z
8214,171.2786647,115,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:08:59Z
8215,171.298984,116,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:09:00Z
8216,171.3193033,117,,-34.985705,138.726782,475.3999939,,,2014-05-10T23:09:01Z
8217,171.3396226,117,,-34.985705,138.726782,475.2000122,,,2014-05-10T23:09:02Z
8218,171.3599419,176,,-34.98007,138.745904,421.6000061,,,2014-05-10T23:15:22Z
8219,171.3802612,176,,-34.980014,138.745942,421.7999878,,,2014-05-10T23:15:23Z
8220,171.4005806,177,,-34.979958,138.745981,422,,,2014-05-10T23:15:24Z
8221,171.4208999,177,,-34.9799,138.746017,422.2000122,,,2014-05-10T23:15:25Z
8222,171.4412192,177,,-34.97984,138.746052,422.3999939,,,2014-05-10T23:15:26Z
8223,171.4615385,178,,-34.97978,138.746086,422.3999939,,,2014-05-10T23:15:27Z
8224,171.4818578,179,,-34.979715,138.746119,422,,,2014-05-10T23:15:28Z
8225,171.5021771,179,,-34.979653,138.746143,421.6000061,,,2014-05-10T23:15:29Z
8226,171.5224964,179,,-34.979587,138.746168,422.3999939,,,2014-05-10T23:15:30Z
8227,171.5428157,179,,-34.979521,138.746193,422.7999878,,,2014-05-10T23:15:31Z
8228,171.563135,180,,-34.979453,138.746221,423,,,2014-05-10T23:15:32Z
8229,171.5834543,180,,-34.979387,138.746247,423.2000122,,,2014-05-10T23:15:33Z
8230,171.6037736,180,,-34.97932,138.746277,423.6000061,,,2014-05-10T23:15:34Z
8231,171.6240929,180,,-34.979254,138.746312,423.7999878,,,2014-05-10T23:15:35Z
8232,171.6444122,180,,-34.979192,138.746346,424.2000122,,,2014-05-10T23:15:36Z
8233,171.6647315,181,,-34.979134,138.746381,424.7999878,,,2014-05-10T23:15:37Z
8234,171.6850508,181,,-34.979077,138.746418,425.2000122,,,2014-05-10T23:15:38Z
8235,171.7053701,181,,-34.97902,138.746452,425.3999939,,,2014-05-10T23:15:39Z
8236,171.7256894,181,,-34.978963,138.746483,425.3999939,,,2014-05-10T23:15:40Z
8237,171.7460087,181,,-34.978902,138.746514,425.6000061,,,2014-05-10T23:15:41Z
8238,171.766328,181,,-34.978835,138.746543,425.6000061,,,2014-05-10T23:15:42Z
8239,171.7866473,181,,-34.978767,138.746571,426.2000122,,,2014-05-10T23:15:43Z
8240,171.8069666,181,,-34.978697,138.7466,426.3999939,,,2014-05-10T23:15:44Z
8241,171.8272859,182,,-34.978629,138.746625,426.6000061,,,2014-05-10T23:15:45Z
8242,171.8476052,182,,-34.978566,138.746646,426.7999878,,,2014-05-10T23:15:46Z
8243,171.8679245,182,,-34.978507,138.746665,427.2000122,,,2014-05-10T23:15:47Z
8244,171.8882438,182,,-34.978448,138.746688,427.3999939,,,2014-05-10T23:15:48Z
8245,171.9085631,182,,-34.978386,138.746712,427.6000061,,,2014-05-10T23:15:49Z
8246,171.9288824,182,,-34.978321,138.74674,428,,,2014-05-10T23:15:50Z
8247,171.9492017,182,,-34.978258,138.746772,428.2000122,,,2014-05-10T23:15:51Z
8248,171.969521,182,,-34.978196,138.746806,428.3999939,,,2014-05-10T23:15:52Z
8249,171.9898403,183,,-34.978138,138.746847,429,,,2014-05-10T23:15:53Z
8250,172.0101597,183,,-34.978083,138.746898,429.7999878,,,2014-05-10T23:15:54Z
8251,172.030479,183,,-34.978033,138.746952,430.6000061,,,2014-05-10T23:15:55Z
8252,172.0507983,184,,-34.977985,138.74701,430.7999878,,,2014-05-10T23:15:56Z
8253,172.0711176,184,,-34.977939,138.747067,431.2000122,,,2014-05-10T23:15:57Z
8254,172.0914369,184,,-34.977897,138.747127,431.6000061,,,2014-05-10T23:15:58Z
8255,172.1117562,185,,-34.977855,138.747191,431.7999878,,,2014-05-10T23:15:59Z
8256,172.1320755,185,,-34.977814,138.747256,432.3999939,,,2014-05-10T23:16:00Z
8257,172.1523948,185,,-34.977771,138.747322,432.3999939,,,2014-05-10T23:16:01Z
8258,172.1727141,185,,-34.977726,138.747388,432.6000061,,,2014-05-10T23:16:02Z
8259,172.1930334,185,,-34.977683,138.747456,432.3999939,,,2014-05-10T23:16:03Z
8260,172.2133527,185,,-34.977642,138.747524,432.7999878,,,2014-05-10T23:16:04Z
8261,172.233672,186,,-34.977603,138.747594,433.2000122,,,2014-05-10T23:16:05Z
8262,172.2539913,115,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:03Z
8263,172.2743106,115,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:04Z
8264,172.2946299,114,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:05Z
8265,172.3149492,113,,-34.985705,138.726786,475.2000122,,,2014-05-10T23:09:06Z
8266,172.3352685,113,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:07Z
8267,172.3555878,113,,-34.985705,138.726786,475.2000122,,,2014-05-10T23:09:08Z
8268,172.3759071,114,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:09Z
8269,172.3962264,115,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:10Z
8270,172.4165457,115,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:11Z
8271,172.436865,115,,-34.985705,138.726786,475.2000122,,,2014-05-10T23:09:12Z
8272,172.4571843,114,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:13Z
8273,172.4775036,113,,-34.985705,138.726786,475.2000122,,,2014-05-10T23:09:14Z
8274,172.4978229,111,,-34.985705,138.726786,475.2000122,,,2014-05-10T23:09:15Z
8275,172.5181422,110,,-34.985705,138.726786,475.2000122,,,2014-05-10T23:09:16Z
8276,172.5384615,110,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:17Z
8277,172.5587808,110,,-34.985705,138.726786,475.2000122,,,2014-05-10T23:09:18Z
8278,172.5791001,110,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:19Z
8279,172.5994194,112,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:20Z
8280,172.6197388,113,,-34.985705,138.726786,475.2000122,,,2014-05-10T23:09:21Z
8281,172.6400581,114,,-34.985705,138.726786,475.2000122,,,2014-05-10T23:09:22Z
8282,172.6603774,115,,-34.985705,138.726786,475.2000122,,,2014-05-10T23:09:23Z
8283,172.6806967,114,,-34.985705,138.726786,475.3999939,,,2014-05-10T23:09:24Z
8284,172.701016,115,,-34.985706,138.726788,475.3999939,,,2014-05-10T23:09:25Z
8285,172.7213353,117,,-34.985716,138.726806,475.3999939,,,2014-05-10T23:09:26Z
8286,172.7416546,118,,-34.98572,138.726829,475.6000061,,,2014-05-10T23:09:27Z
8287,172.7619739,120,,-34.985726,138.726849,475.6000061,,,2014-05-10T23:09:28Z
8288,172.7822932,120,,-34.985733,138.726865,475.6000061,,,2014-05-10T23:09:29Z
8289,172.8026125,120,,-34.985735,138.726881,475.7999878,,,2014-05-10T23:09:30Z
8290,172.8229318,120,,-34.985731,138.726903,475.7999878,,,2014-05-10T23:09:31Z
8291,172.8432511,120,,-34.98573,138.72693,475.6000061,,,2014-05-10T23:09:32Z
8292,172.8635704,120,,-34.985729,138.72696,475.6000061,,,2014-05-10T23:09:33Z
8293,172.8838897,120,,-34.985727,138.726998,475.6000061,,,2014-05-10T23:09:34Z
8294,172.904209,120,,-34.985721,138.727038,475.7999878,,,2014-05-10T23:09:35Z
8295,172.9245283,120,,-34.985717,138.727074,476,,,2014-05-10T23:09:36Z
8296,172.9448476,121,,-34.98572,138.72712,475.7999878,,,2014-05-10T23:09:37Z
8297,172.9651669,121,,-34.985721,138.727172,475.7999878,,,2014-05-10T23:09:38Z
8298,172.9854862,122,,-34.985723,138.727229,475.6000061,,,2014-05-10T23:09:39Z
8299,173.0058055,122,,-34.985722,138.727295,475.6000061,,,2014-05-10T23:09:40Z
8300,173.0261248,124,,-34.985717,138.727366,475.2000122,,,2014-05-10T23:09:41Z
8301,173.0464441,125,,-34.985712,138.727443,475.2000122,,,2014-05-10T23:09:42Z
8302,173.0667634,127,,-34.985708,138.727524,475.3999939,,,2014-05-10T23:09:43Z
8303,173.0870827,128,,-34.985704,138.727607,475.7999878,,,2014-05-10T23:09:44Z
8304,173.107402,186,,-34.977566,138.747662,433.6000061,,,2014-05-10T23:16:06Z
8305,173.1277213,186,,-34.97753,138.747728,433.7999878,,,2014-05-10T23:16:07Z
8306,173.1480406,186,,-34.977496,138.74779,434,,,2014-05-10T23:16:08Z
8307,173.1683599,186,,-34.977462,138.747851,434.3999939,,,2014-05-10T23:16:09Z
8308,173.1886792,186,,-34.977426,138.74791,434.7999878,,,2014-05-10T23:16:10Z
8309,173.2089985,186,,-34.97739,138.747966,435,,,2014-05-10T23:16:11Z
8310,173.2293179,187,,-34.977354,138.748026,435.3999939,,,2014-05-10T23:16:12Z
8311,173.2496372,187,,-34.977316,138.748086,435.3999939,,,2014-05-10T23:16:13Z
8312,173.2699565,186,,-34.97728,138.748147,435.3999939,,,2014-05-10T23:16:14Z
8313,173.2902758,187,,-34.977243,138.748209,435.3999939,,,2014-05-10T23:16:15Z
8314,173.3105951,187,,-34.977206,138.748273,435.3999939,,,2014-05-10T23:16:16Z
8315,173.3309144,187,,-34.977168,138.74834,435.3999939,,,2014-05-10T23:16:17Z
8316,173.3512337,187,,-34.977129,138.748404,435.6000061,,,2014-05-10T23:16:18Z
8317,173.371553,186,,-34.977089,138.748467,436.2000122,,,2014-05-10T23:16:19Z
8318,173.3918723,187,,-34.977049,138.748531,436.2000122,,,2014-05-10T23:16:20Z
8319,173.4121916,186,,-34.977006,138.748594,436,,,2014-05-10T23:16:21Z
8320,173.4325109,186,,-34.976964,138.74866,435.7999878,,,2014-05-10T23:16:22Z
8321,173.4528302,186,,-34.97692,138.748726,436,,,2014-05-10T23:16:23Z
8322,173.4731495,187,,-34.976879,138.748793,436.2000122,,,2014-05-10T23:16:24Z
8323,173.4934688,186,,-34.976838,138.748862,436.2000122,,,2014-05-10T23:16:25Z
8324,173.5137881,186,,-34.976798,138.748929,436,,,2014-05-10T23:16:26Z
8325,173.5341074,186,,-34.976756,138.748997,436,,,2014-05-10T23:16:27Z
8326,173.5544267,186,,-34.976714,138.749065,436,,,2014-05-10T23:16:28Z
8327,173.574746,186,,-34.976674,138.749133,435.7999878,,,2014-05-10T23:16:29Z
8328,173.5950653,186,,-34.976632,138.749199,435.7999878,,,2014-05-10T23:16:30Z
8329,173.6153846,186,,-34.976597,138.749267,436,,,2014-05-10T23:16:31Z
8330,173.6357039,185,,-34.976571,138.749331,436.6000061,,,2014-05-10T23:16:32Z
8331,173.6560232,185,,-34.976555,138.749399,437,,,2014-05-10T23:16:33Z
8332,173.6763425,185,,-34.976548,138.749464,437.3999939,,,2014-05-10T23:16:34Z
8333,173.6966618,186,,-34.976546,138.74953,437.7999878,,,2014-05-10T23:16:35Z
8334,173.7169811,186,,-34.976547,138.749596,438,,,2014-05-10T23:16:36Z
8335,173.7373004,185,,-34.976549,138.749666,438.2000122,,,2014-05-10T23:16:37Z
8336,173.7576197,185,,-34.976554,138.749734,438.2000122,,,2014-05-10T23:16:38Z
8337,173.777939,185,,-34.976553,138.749805,438.3999939,,,2014-05-10T23:16:39Z
8338,173.7982583,185,,-34.976542,138.749879,438.7999878,,,2014-05-10T23:16:40Z
8339,173.8185776,185,,-34.976522,138.74995,438.7999878,,,2014-05-10T23:16:41Z
8340,173.838897,185,,-34.976491,138.750012,439,,,2014-05-10T23:16:42Z
8341,173.8592163,185,,-34.976452,138.750063,438.7999878,,,2014-05-10T23:16:43Z
8342,173.8795356,184,,-34.976411,138.750107,439.3999939,,,2014-05-10T23:16:44Z
8343,173.8998549,184,,-34.976368,138.750145,440,,,2014-05-10T23:16:45Z
8344,173.9201742,184,,-34.976323,138.750183,440.3999939,,,2014-05-10T23:16:46Z
8345,173.9404935,184,,-34.976283,138.750222,441,,,2014-05-10T23:16:47Z
8346,173.9608128,184,,-34.976246,138.75026,441.3999939,,,2014-05-10T23:16:48Z
8347,173.9811321,184,,-34.976211,138.750298,441.6000061,,,2014-05-10T23:16:49Z
8348,174.0014514,184,,-34.976178,138.750334,441.7999878,,,2014-05-10T23:16:50Z
8349,174.0217707,184,,-34.976148,138.750372,442.2000122,,,2014-05-10T23:16:51Z
8350,174.04209,184,,-34.976119,138.750408,442.2000122,,,2014-05-10T23:16:52Z
8351,174.0624093,184,,-34.976091,138.750441,442.3999939,,,2014-05-10T23:16:53Z
8352,174.0827286,184,,-34.976064,138.750475,442.7999878,,,2014-05-10T23:16:54Z
8353,174.1030479,130,,-34.985699,138.727692,475.7999878,,,2014-05-10T23:09:45Z
8354,174.1233672,131,,-34.985697,138.727778,475.6000061,,,2014-05-10T23:09:46Z
8355,174.1436865,132,,-34.985692,138.727866,475,,,2014-05-10T23:09:47Z
8356,174.1640058,133,,-34.985686,138.727956,474.6000061,,,2014-05-10T23:09:48Z
8357,174.1843251,134,,-34.985674,138.72805,474.2000122,,,2014-05-10T23:09:49Z
8358,174.2046444,135,,-34.985662,138.728151,473.7999878,,,2014-05-10T23:09:50Z
8359,174.2249637,136,,-34.985651,138.728255,473.3999939,,,2014-05-10T23:09:51Z
8360,174.245283,137,,-34.985642,138.728365,473.3999939,,,2014-05-10T23:09:52Z
8361,174.2656023,137,,-34.985634,138.728479,472.6000061,,,2014-05-10T23:09:53Z
8362,174.2859216,137,,-34.985627,138.728597,472,,,2014-05-10T23:09:54Z
8363,174.3062409,138,,-34.985622,138.728717,471.2000122,,,2014-05-10T23:09:55Z
8364,174.3265602,137,,-34.985616,138.728838,470.7999878,,,2014-05-10T23:09:56Z
8365,174.3468795,138,,-34.985608,138.728959,470.2000122,,,2014-05-10T23:09:57Z
8366,174.3671988,138,,-34.985599,138.729082,469.7999878,,,2014-05-10T23:09:58Z
8367,174.3875181,138,,-34.98559,138.729206,469.3999939,,,2014-05-10T23:09:59Z
8368,174.4078374,138,,-34.98558,138.729331,469.2000122,,,2014-05-10T23:10:00Z
8369,174.4281567,138,,-34.985573,138.729455,469.3999939,,,2014-05-10T23:10:01Z
8370,174.4484761,138,,-34.985566,138.72958,468.6000061,,,2014-05-10T23:10:02Z
8371,174.4687954,137,,-34.985559,138.729704,467.3999939,,,2014-05-10T23:10:03Z
8372,174.4891147,137,,-34.985555,138.729827,466.7999878,,,2014-05-10T23:10:04Z
8373,174.509434,137,,-34.985552,138.72995,466.6000061,,,2014-05-10T23:10:05Z
8374,174.5297533,137,,-34.98555,138.730074,466.3999939,,,2014-05-10T23:10:06Z
8375,174.5500726,137,,-34.985549,138.730198,466.2000122,,,2014-05-10T23:10:07Z
8376,174.5703919,136,,-34.985549,138.730321,465.7999878,,,2014-05-10T23:10:08Z
8377,174.5907112,136,,-34.985552,138.730442,465.3999939,,,2014-05-10T23:10:09Z
8378,174.6110305,135,,-34.985558,138.730561,465,,,2014-05-10T23:10:10Z
8379,174.6313498,135,,-34.985571,138.730678,464.7999878,,,2014-05-10T23:10:11Z
8380,174.6516691,134,,-34.985585,138.730791,464.3999939,,,2014-05-10T23:10:12Z
8381,174.6719884,134,,-34.985603,138.730903,464.3999939,,,2014-05-10T23:10:13Z
8382,174.6923077,135,,-34.985623,138.731013,464.3999939,,,2014-05-10T23:10:14Z
8383,174.712627,135,,-34.985648,138.731123,464.6000061,,,2014-05-10T23:10:15Z
8384,174.7329463,135,,-34.985681,138.731224,464.3999939,,,2014-05-10T23:10:16Z
8385,174.7532656,183,,-34.976037,138.750508,443.2000122,,,2014-05-10T23:16:55Z
8386,174.7735849,184,,-34.976008,138.750536,443.3999939,,,2014-05-10T23:16:56Z
8387,174.7939042,184,,-34.975978,138.750565,443.7999878,,,2014-05-10T23:16:57Z
8388,174.8142235,183,,-34.97595,138.750595,444,,,2014-05-10T23:16:58Z
8389,174.8345428,184,,-34.975922,138.750628,444.6000061,,,2014-05-10T23:16:59Z
8390,174.8548621,184,,-34.975897,138.750662,444.7999878,,,2014-05-10T23:17:00Z
8391,174.8751814,184,,-34.975869,138.750696,444.7999878,,,2014-05-10T23:17:01Z
8392,174.8955007,184,,-34.975841,138.750731,445,,,2014-05-10T23:17:02Z
8393,174.91582,184,,-34.975815,138.750766,445.3999939,,,2014-05-10T23:17:03Z
8394,174.9361393,184,,-34.975787,138.750799,446,,,2014-05-10T23:17:04Z
8395,174.9564586,184,,-34.975757,138.750828,446.3999939,,,2014-05-10T23:17:05Z
8396,174.9767779,185,,-34.975728,138.75086,446.7999878,,,2014-05-10T23:17:06Z
8397,174.9970972,185,,-34.975703,138.750894,447.2000122,,,2014-05-10T23:17:07Z
8398,175.0174165,185,,-34.975678,138.750929,447.3999939,,,2014-05-10T23:17:08Z
8399,175.0377358,185,,-34.975654,138.750963,447.6000061,,,2014-05-10T23:17:09Z
8400,175.0580552,185,,-34.975628,138.750997,448,,,2014-05-10T23:17:10Z
8401,175.0783745,185,,-34.975604,138.751032,448.6000061,,,2014-05-10T23:17:11Z
8402,175.0986938,185,,-34.97558,138.751068,448.7999878,,,2014-05-10T23:17:12Z
8403,175.1190131,184,,-34.975555,138.751105,449,,,2014-05-10T23:17:13Z
8404,175.1393324,184,,-34.975532,138.751144,449.2000122,,,2014-05-10T23:17:14Z
8405,175.1596517,185,,-34.975508,138.751182,449.3999939,,,2014-05-10T23:17:15Z
8406,175.179971,185,,-34.975484,138.75122,449.6000061,,,2014-05-10T23:17:16Z
8407,175.2002903,184,,-34.975459,138.751261,450,,,2014-05-10T23:17:17Z
